entry_time,exit_time,direction,entry,stop,exit,reason,r_price,holding_days,r_mult_gross,r_mult_net,pnl_frac_gross,pnl_frac_net
2016-01-22 14:45:00+00:00,2016-02-08 16:00:00+00:00,1,1897.0,1830.6660714285715,1830.6660714285715,stop,66.33392857142849,291,-1.0,-1.0212601098339018,-0.015,-0.015318901647508527
2016-02-15 14:30:00+00:00,2016-06-24 13:30:00+00:00,1,1882.25,1804.4696428571428,2031.5,trail,77.78035714285716,2342,1.9188649356016252,1.895833735105722,0.028782974034024376,0.02843750602658583
2016-07-08 13:30:00+00:00,2018-02-05 18:00:00+00:00,1,2106.75,2018.0303571428572,2727.7875,trail,88.71964285714284,10273,7.0,6.983561095344484,0.105,0.10475341643016726
2018-02-15 20:45:00+00:00,2018-04-02 18:00:00+00:00,1,2731.75,2556.4821428571427,2556.4821428571427,stop,175.26785714285734,761,-1.0,-1.0086514620478868,-0.015,-0.015129771930718301
2018-04-05 13:45:00+00:00,2018-10-10 18:00:00+00:00,1,2659.75,2572.5696428571428,2834.1107142857145,trail,87.18035714285725,3405,2.0,1.9810807603285483,0.03,0.029716211404928222
2018-10-31 13:30:00+00:00,2018-12-10 15:45:00+00:00,1,2716.25,2601.6160714285716,2601.6160714285716,stop,114.63392857142844,684,-1.0,-1.0161975309603537,-0.015,-0.015242962964405304
2019-02-12 15:45:00+00:00,2019-03-08 14:30:00+00:00,1,2738.25,2690.719642857143,2727.25,trail,47.530357142857156,451,-0.23143104031258213,-0.25897238606905926,-0.0034714656046887318,-0.0038845857910358886
2019-04-12 13:30:00+00:00,2019-05-02 15:15:00+00:00,1,2913.5,2876.8339285714287,2913.5,trail,36.666071428571286,345,0.0,-0.041119758437642095,0.0,-0.0006167963765646314
2019-06-04 19:45:00+00:00,2019-08-01 18:00:00+00:00,1,2803.25,2728.301785714286,2953.1464285714283,trail,74.94821428571413,1036,2.0,1.9738067189249684,0.03,0.029607100783874525
2019-09-18 19:30:00+00:00,2019-09-23 13:30:00+00:00,1,3007.25,2983.6482142857144,2983.6482142857144,stop,23.601785714285597,28,-1.0,-1.067752916698192,-0.015,-0.01601629375047288
2019-10-22 13:30:00+00:00,2019-12-03 14:30:00+00:00,1,3012.25,2983.0142857142855,3084.75,trail,29.235714285714494,757,2.479843635475184,2.435900806254573,0.037197654532127755,0.036538512093818594
2019-12-19 16:15:00+00:00,2019-12-30 14:30:00+00:00,1,3201.0,3190.744642857143,3231.766071428571,trail,10.255357142857065,112,3.0,2.8397640780080082,0.045,0.04259646117012012
2020-01-02 20:30:00+00:00,2020-01-06 14:30:00+00:00,1,3251.25,3214.0142857142855,3214.0142857142855,stop,37.235714285714494,28,-1.0,-1.0361622290427726,-0.015,-0.015542433435641588
2020-01-08 16:30:00+00:00,2020-01-27 14:30:00+00:00,1,3259.5,3212.6964285714284,3236.75,trail,46.80357142857156,318,-0.48607401755055185,-0.534139259824491,-0.007291110263258277,-0.008012088897367363
2020-02-04 14:30:00+00:00,2020-02-24 14:30:00+00:00,1,3286.75,3211.9517857142855,3232.75,trail,74.7982142857145,352,-0.7219423687540267,-0.7523836035046653,-0.0108291355313104,-0.011285754052569978
2020-03-25 13:30:00+00:00,2022-01-20 20:15:00+00:00,1,2472.75,2181.7214285714285,4509.950000000001,trail,291.02857142857147,11899,7.000000000000002,6.982997305124682,0.10500000000000002,0.10474495957687023
2022-01-31 15:00:00+00:00,2022-02-22 18:45:00+00:00,1,4452.5,4280.8267857142855,4280.8267857142855,stop,171.6732142857145,419,-1.0,-1.0146256519342178,-0.015,-0.015219384779013266
2022-03-16 13:30:00+00:00,2022-04-06 14:00:00+00:00,1,4324.5,4185.589285714285,4463.410714285715,trail,138.91071428571468,366,1.0,0.9800858336547063,0.015,0.014701287504820594
2022-04-19 19:00:00+00:00,2022-04-22 13:30:00+00:00,1,4458.25,4363.726785714286,4363.726785714286,stop,94.52321428571395,56,-1.0,-1.0351204484914893,-0.015,-0.01552680672737234
2022-05-17 13:30:00+00:00,2022-05-19 13:45:00+00:00,1,4061.25,3882.469642857143,3882.469642857143,stop,178.78035714285716,53,-1.0,-1.0154903592796423,-0.015,-0.015232355389194633
2022-05-23 14:30:00+00:00,2022-06-10 13:30:00+00:00,1,3945.0,3822.9142857142856,3945.0,trail,122.0857142857144,348,0.0,-0.02263983150011625,0.0,-0.00033959747250174375
2022-06-24 13:30:00+00:00,2022-08-29 13:30:00+00:00,1,3851.5,3645.130357142857,4028.0,trail,206.36964285714294,1184,0.8552614500679256,0.8405405349277906,0.012828921751018884,0.012608108023916858
2022-09-09 13:30:00+00:00,2022-09-19 13:30:00+00:00,1,4032.0,3885.342857142857,3854.0,stop,146.65714285714284,130,-1.2137151763101501,-1.2313658679135022,-0.01820572764465225,-0.018470488018702533
2022-09-28 19:00:00+00:00,2022-09-29 14:00:00+00:00,1,3735.75,3638.9232142857145,3638.9232142857145,stop,96.8267857142855,6,-1.0,-1.0285299909632455,-0.015,-0.015427949864448683
2022-10-03 18:00:00+00:00,2022-10-07 13:30:00+00:00,1,3692.5,3616.0142857142855,3692.5,trail,76.4857142857145,86,0.0,-0.03433320881583615,0.0,-0.0005149981322375422
2022-10-13 17:00:00+00:00,2022-10-21 13:30:00+00:00,1,3655.5,3535.7982142857145,3655.5,trail,119.7017857142855,142,0.0,-0.022815866811868823,0.0,-0.0003422380021780323
2022-10-24 13:30:00+00:00,2022-11-02 19:15:00+00:00,1,3781.5,3665.8625,3781.5,trail,115.63749999999982,205,0.0,-0.03972586747378354,0.0,-0.000595888012106753
