entry_date,exit_date,direction,holding_days,gross_return,pnl
2001-04-10,2001-04-19,1,6,0.011614402407190916,0.011114402407190915
2002-03-26,2002-04-04,1,6,0.017484910268160014,0.016984910268160014
2003-04-15,2003-04-24,1,6,0.022516926335915954,0.022016926335915954
2004-04-06,2004-04-15,1,6,-0.037554179905460394,-0.038054179905460395
2005-03-22,2005-04-01,1,6,-0.005567139555799572,-0.006067139555799572
2006-04-11,2006-04-20,1,6,0.058567606141019635,0.058067606141019634
2007-04-03,2007-04-12,1,6,0.016674140577430885,0.016174140577430884
2008-03-18,2008-03-27,1,6,-0.05232676566462313,-0.05282676566462313
2009-04-07,2009-04-16,1,6,0.024440605614421962,0.02394060561442196
2010-03-30,2010-04-08,1,6,0.03782761249477451,0.03732761249477451
2011-04-19,2011-04-28,1,6,0.01635053377027651,0.01585053377027651
2012-04-03,2012-04-12,1,6,-0.01102831594634901,-0.01152831594634901
2013-03-26,2013-04-04,1,6,-0.03228214355350312,-0.03278214355350312
2014-04-15,2014-04-24,1,6,-0.03239903675556388,-0.03289903675556388
2015-03-31,2015-04-09,1,6,0.015445582379839173,0.014945582379839173
2016-03-22,2016-03-31,1,6,-0.013587412566823276,-0.014087412566823276
2017-04-11,2017-04-20,1,6,0.02421872705571304,0.02371872705571304
2018-03-27,2018-04-05,1,6,-0.013733000037403298,-0.014233000037403298
2019-04-16,2019-04-25,1,6,-0.00878151103461311,-0.00928151103461311
2020-04-07,2020-04-16,1,6,0.029934377562239378,0.029434377562239378
2021-03-30,2021-04-08,1,6,0.01635418515231124,0.01585418515231124
2022-04-12,2022-04-21,1,6,0.0041145912663131945,0.0036145912663131945
2023-04-04,2023-04-13,1,6,0.013609556765832975,0.013109556765832975
2024-03-26,2024-04-04,1,6,0.05499349403641496,0.05449349403641496
2025-04-15,2025-04-24,1,6,0.022310284233222566,0.021810284233222565
2026-03-31,2026-04-09,1,6,0.04938135218736206,0.04888135218736206
