Div,Season,Date,HomeTeam,AwayTeam,FTR,outcome,odds,ev,fair_p_open,fair_p_close,win,clv,pnl_gross,pnl_tax,pnl_slip,suspect,ret_primary,ret_stress,stake
N1,2122,2022-05-08,AZ Alkmaar,Ajax,D,H,4.75,0.036787415443785054,0.21827103483027055,0.2253130262347748,0.0,0.07023687461518024,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002452494362919004
N1,2223,2022-08-06,For Sittard,Ajax,A,H,13.0,0.0225103159595621,0.07865463968919709,0.07738413941927273,0.0,0.0059938124505454216,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0004689649158242104
N1,2223,2022-08-28,Utrecht,Ajax,A,H,7.0,0.09879543002289659,0.15697077571755666,0.1515635529470352,0.0,0.06094487062924636,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004116476250954025
N1,2223,2022-10-02,Nijmegen,Feyenoord,D,H,6.0,0.025433784403354753,0.17090563073389248,0.19602574956197838,0.0,0.17615449737187028,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0012716892201677377
N1,2223,2022-10-23,Excelsior,AZ Alkmaar,H,H,8.0,0.021074437650954847,0.12763430470636936,0.13415900301644973,1.0,0.07327202413159783,7.0,6.947,6.93,False,6.93,6.877,0.0007526584875341016
N1,2223,2022-11-05,Excelsior,Heerenveen,A,H,4.33,0.026368785660249694,0.23703667105317544,0.2702089758962529,0.0,0.1700048656307751,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0019796385630818088
N1,2223,2022-11-06,Volendam,Feyenoord,A,H,7.5,0.020294140162027352,0.13603921868827032,0.13629383776487633,0.0,0.02220378323657246,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0007805438523856673
N1,2223,2023-04-16,Cambuur,Feyenoord,A,H,11.0,0.03443084557258702,0.0940391677793261,0.069995382831023,0.0,-0.23005078885874708,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0008607711393146755
N1,2223,2023-05-21,Nijmegen,AZ Alkmaar,A,H,4.33,0.03543453689312548,0.23913037803536386,0.22023871122508637,0.0,-0.046366380395375995,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0026602505175019127
N1,2324,2023-08-19,Vitesse,PSV Eindhoven,A,H,6.5,0.02486547790387439,0.15767161198521143,0.18032272947281014,0.0,0.17209774157326585,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001130248995630654
N1,2324,2023-08-20,Waalwijk,AZ Alkmaar,A,H,5.75,0.0825843104875914,0.18827553225871155,0.18070269623843335,0.0,0.03904050337099174,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004346542657241653
N1,2324,2024-04-25,Heerenveen,PSV Eindhoven,A,H,8.0,0.04047303742595787,0.13005912967824473,0.10799436294066539,0.0,-0.13604509647467689,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001445465622355638
N1,2324,2024-04-25,Go Ahead Eagles,Feyenoord,A,H,6.0,0.036385923552733734,0.17273098725878896,0.1560168237699224,0.0,-0.06389905738046564,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0018192961776366868
N1,2324,2024-05-05,Volendam,Ajax,A,H,8.0,0.06905156029359905,0.13363144503669988,0.09340367639067411,0.0,-0.2527705888746071,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002466127153342823
N1,2324,2024-05-12,Nijmegen,Feyenoord,A,H,5.75,0.051634849603235056,0.18289301732230176,0.20258059005687443,0.0,0.16483839282702806,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002717623663328161
,2425,2024-08-25,Sparta Rotterdam,Feyenoord,D,H,7.5,0.09584910006023617,0.14611321334136482,0.12183831330176953,0.0,-0.08621265023672853,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0036865038484706217
,2425,2024-10-06,For Sittard,AZ Alkmaar,H,H,6.25,0.034788668453130445,0.1655661869525009,0.20811381868066853,1.0,0.3007113667541783,5.25,5.197,5.1975,False,5.1975,5.1445,0.0016566032596728782
,2425,2025-01-19,Heerenveen,Ajax,A,H,5.75,0.04146456319659486,0.18112427186027735,0.17111357633105656,0.0,-0.01609693609642482,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0021823454313997293
,2425,2025-03-02,Almere City,Ajax,A,H,7.5,0.031014044452291056,0.13746853926030547,0.14687264394087157,0.0,0.10154482955653688,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001192847863549656
,2425,2025-03-09,Zwolle,Ajax,A,H,5.75,0.02227874883396863,0.17778760849286412,0.1531705747159856,0.0,-0.11926919538308278,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001172565728103612
P1,1920,2019-09-01,Sp Braga,Benfica,A,H,6.0,0.10637807237924424,0.1843963453965407,0.24889180806382144,0.0,0.49335084838292875,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005318903618962212
P1,1920,2019-09-21,Belenenses,Rio Ave,A,H,3.5,0.02173057025418368,0.2919230200726239,0.2681553934381571,0.0,-0.0614561229664502,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002173057025418368
P1,1920,2019-09-29,Rio Ave,Porto,A,H,6.5,0.06763557379287821,0.16425162673736587,0.15743431991203433,0.0,0.023323079428223092,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003074344263312646
P1,1920,2019-09-30,Aves,Sp Lisbon,A,H,6.0,0.05963742440718156,0.17660623740119694,0.1607585087598502,0.0,-0.03544894744089877,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002981871220359078
P1,1920,2020-01-12,Maritimo,Guimaraes,D,H,4.75,0.027291157751787365,0.21627182268458683,0.21427375958052705,0.0,0.01780035800750346,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0018194105167858242
P1,1920,2020-03-01,Guimaraes,Tondela,H,H,1.36,0.02127985551766054,0.7509410702335739,0.6966345410101638,1.0,-0.05257702422617727,0.3600000000000001,0.3070000000000001,0.35640000000000005,False,0.35640000000000005,0.30340000000000006,0.014777677442819815
P1,1920,2020-03-02,Santa Clara,Porto,A,H,8.0,0.033869925588562166,0.12923374069857027,0.12862824518173815,0.0,0.029025961453905236,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001209640199591506
P1,1920,2020-07-25,Boavista,Rio Ave,A,H,5.0,0.041193256980114556,0.2082386513960229,0.18446724620628163,0.0,-0.07766376896859184,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0025745785612571598
P1,2021,2020-12-28,Boavista,Sp Braga,A,H,5.0,0.022166944851148562,0.20443338897022972,0.17129514026613882,0.0,-0.14352429866930594,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0013854340531967851
P1,2021,2021-04-10,Pacos Ferreira,Benfica,A,H,7.5,0.02652627753818315,0.1368701703384244,0.13499180651770312,0.0,0.012438548882773404,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0010202414437762751
P1,2021,2021-04-17,Rio Ave,Sp Braga,D,H,4.75,0.03423128939301123,0.21773290303010762,0.19557473338108622,0.0,-0.07102001643984046,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002282085959534082
P1,2021,2021-04-22,Portimonense,Benfica,A,H,7.5,0.05887067589825912,0.14118275678643455,0.12883411380183202,0.0,-0.033744146486259896,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0022642567653176583
P1,2021,2021-05-19,Portimonense,Sp Braga,D,H,3.2,0.027168913728345734,0.32099028554010806,0.43279436074066613,0.0,0.3849419543701318,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0030873765600392877
P1,2122,2021-08-07,Moreirense,Benfica,A,H,8.0,0.0833947389908376,0.1354243423738547,0.10902400494820205,0.0,-0.12780796041438358,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0029783835353870574
P1,2122,2021-08-07,Maritimo,Sp Braga,A,H,5.0,0.04929455320908116,0.20985891064181625,0.18953324198958305,0.0,-0.05233379005208483,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0030809095755675725
P1,2122,2022-01-13,Famalicao,Belenenses,H,H,1.9,0.12674215131811462,0.5930221849042708,0.6457377615911782,1.0,0.22690174702323862,0.8999999999999999,0.8469999999999999,0.891,False,0.891,0.838,0.02
P1,2122,2022-03-05,Boavista,Sp Braga,D,H,4.75,0.053477928244219264,0.22178482699878302,0.2503303980789842,0.0,0.18906939087517505,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0035651952162812843
P1,2324,2023-09-24,Portimonense,Benfica,A,H,13.0,0.028776795234757735,0.07913667655651983,0.06498774660320081,0.0,-0.15515929415838947,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0005995165673907862
B1,1920,2019-07-27,Waasland-Beveren,Club Brugge,A,H,6.5,0.10143379914860406,0.16945135371516987,0.10031505781555072,0.0,-0.3479521241989203,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004610627234027457
B1,1920,2019-10-25,Eupen,Anderlecht,D,H,4.2,0.03307063743487748,0.24596919938925654,0.28472648996351446,0.0,0.19585125784676083,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0025836435495998032
B1,1920,2019-10-27,St Truiden,Gent,D,H,6.0,0.06485969711023554,0.17747661618503924,0.18562892543839568,0.0,0.11377355263037403,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003242984855511777
B1,1920,2019-10-27,Waasland-Beveren,Mechelen,A,H,3.4,0.027956173316893596,0.30234005097555694,0.3228087561102695,0.0,0.09754977077491622,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002912101387176416
B1,1920,2019-11-23,Eupen,Standard,A,H,4.5,0.029214303260830743,0.22871428961351795,0.2157662944553194,0.0,-0.029051674951062756,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0020867359472021957
B1,1920,2019-12-07,Cercle Brugge,Genk,A,H,5.0,0.04609763242837084,0.20921952648567418,0.19513565432236926,0.0,-0.02432172838815372,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0028811020267731774
B1,1920,2019-12-21,Mouscron,Charleroi,D,H,3.4,0.025020204849540262,0.3014765308381001,0.29311110534031015,0.0,-0.0034222418429454837,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0026062713384937776
B1,2021,2020-11-24,Waasland-Beveren,Oostende,H,H,6.5,0.08742255002179311,0.16729577692642972,0.17948293697352072,1.0,0.1666390903278847,5.5,5.447,5.445,False,5.445,5.392,0.003973752273717868
B1,2021,2020-12-12,Mouscron,Beerschot VA,H,H,3.75,0.023901049924845985,0.27304027997995894,0.2735901550449572,1.0,0.025963081418589606,2.75,2.697,2.7225,False,2.7225,2.6695,0.002172822720440544
B1,2021,2020-12-17,Mechelen,Club Brugge,A,H,5.25,0.07838614194481774,0.20540688417996528,0.17181212975253932,0.0,-0.09798631879916864,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0046109495261657495
B1,2021,2021-01-10,Oud-Heverlee Leuven,Anderlecht,H,H,4.0,0.03368093019164231,0.2584202325479106,0.20692969009637752,1.0,-0.17228123961448993,3.0,2.947,2.9699999999999998,False,2.9699999999999998,2.917,0.002806744182636859
B1,2021,2021-04-03,Kortrijk,Club Brugge,A,H,6.5,0.07251451661985975,0.16500223332613226,0.1265629870239992,0.0,-0.17734058434400513,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0032961143918118067
B1,2021,2021-04-05,Oud-Heverlee Leuven,Genk,A,H,3.75,0.02693507405905815,0.2738493530824155,0.2400324041300858,0.0,-0.09987848451217818,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0024486430962780137
B1,2021,2021-04-18,Waregem,Gent,A,H,4.75,0.05713859033790247,0.2225554927027163,0.17972753116742668,0.0,-0.14629422695472327,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003809239355860165
B1,2122,2021-09-19,Kortrijk,Gent,H,H,4.5,0.0478141249408266,0.23284758332018368,0.22884904649652224,1.0,0.029820709234350096,3.5,3.447,3.465,False,3.465,3.412,0.003415294638630471
B1,2122,2021-11-07,Antwerp,Anderlecht,H,H,3.6,0.058907564569733895,0.2941409901582594,0.25807694344088133,1.0,-0.07092300361282722,2.6,2.547,2.574,False,2.574,2.521,0.005664188900935951
B1,2122,2021-11-28,Genk,Club Brugge,A,H,3.2,0.0629897215978481,0.33218428799932753,0.2969106973725376,0.0,-0.049885768407879616,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.007157922908846375
B1,2122,2022-01-23,Standard,Club Brugge,D,H,4.75,0.07121844248145215,0.22551967210135834,0.18816018542291998,0.0,-0.10623911924113005,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004747896165430143
B1,2122,2022-02-09,Oud-Heverlee Leuven,Genk,H,H,4.0,0.04519527993725814,0.26129881998431453,0.28840064695951106,1.0,0.15360258783804426,3.0,2.947,2.9699999999999998,False,2.9699999999999998,2.917,0.0037662733281048446
B1,2223,2022-08-14,Eupen,Antwerp,A,H,4.0,0.037248259189865296,0.2593120647974663,0.2416094221101695,0.0,-0.03356231155932199,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003104021599155441
B1,2223,2022-08-14,Oud-Heverlee Leuven,Club Brugge,A,H,5.25,0.05693377647851894,0.2013207193292417,0.21681286190433108,0.0,0.1382675249977381,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0033490456752069964
B1,2223,2022-09-04,Waregem,St. Gilloise,A,H,5.25,0.035635596317243445,0.19726392310804639,0.17696737954895306,0.0,-0.07092125736799648,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002096211548073144
B1,2223,2023-02-19,Kortrijk,Anderlecht,D,H,4.0,0.02462183224137049,0.2561554580603426,0.24088891109110358,0.0,-0.03644435563558568,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0020518193534475406
B1,2324,2023-09-24,Anderlecht,Club Brugge,D,H,3.1,0.020028790960375353,0.3290415454710888,0.2509165086781454,0.0,-0.22215882309774915,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002384379876235161
T1,1920,2019-09-01,Yeni Malatyaspor,Alanyaspor,A,H,3.1,0.025823878475011552,0.3309109285403263,0.2924749525709645,0.0,-0.09332764703000995,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0030742712470251845
T1,1920,2019-09-22,Genclerbirligi,Alanyaspor,D,H,3.75,0.03887625772764536,0.2770336687273721,0.3708893846348477,0.0,0.390835192380679,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.00353420524796776
T1,1920,2019-09-29,Ankaragucu,Genclerbirligi,H,H,3.6,0.03406424915928907,0.2872400692109136,0.18662109036419525,1.0,-0.3281640746888971,2.6,2.547,2.574,False,2.574,2.521,0.0032754085730085647
T1,1920,2020-02-09,Kasimpasa,Galatasaray,A,H,5.0,0.03315926204128927,0.20663185240825785,0.25094671289981535,0.0,0.2547335644990767,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0020724538775805795
T1,1920,2020-02-15,Ankaragucu,Fenerbahce,H,H,8.0,0.092196859432089,0.13652460742901112,0.12682999093204583,1.0,0.014639927456366664,7.0,6.947,6.93,False,6.93,6.877,0.003292744979717464
T1,1920,2020-03-07,Gaziantep,Trabzonspor,D,H,3.75,0.03601488555754462,0.2762706361486786,0.2946751610147618,0.0,0.10503185380535673,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003274080505231329
T1,1920,2020-03-11,Yeni Malatyaspor,Trabzonspor,A,H,3.6,0.04684051502200259,0.2907890319505563,0.25270928282537913,0.0,-0.0902465818286351,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004503895675192557
T1,1920,2020-06-21,Kasimpasa,Fenerbahce,H,H,3.6,0.02596251020838336,0.2849895861689954,0.3096982648631379,1.0,0.11491375350729638,2.6,2.547,2.574,False,2.574,2.521,0.0024963952123445536
T1,1920,2020-07-06,Kayserispor,Besiktas,H,H,5.0,0.06812213546184864,0.21362442709236973,0.18358452282479082,1.0,-0.08207738587604596,4.0,3.947,3.96,False,3.96,3.907,0.00425763346636554
T1,1920,2020-07-18,Gaziantep,Kasimpasa,D,H,2.8,0.03778360629391897,0.3706370022478282,0.38445036310242,0.0,0.07646101668677585,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005247723096377635
T1,1920,2020-07-25,Goztep,Sivasspor,H,H,4.75,0.030389174494211968,0.21692403673562355,0.22584410346498623,1.0,0.07275949145868466,3.75,3.697,3.7125000000000004,False,3.7125000000000004,3.6595000000000004,0.002025944966280798
T1,2021,2020-09-19,Denizlispor,Trabzonspor,D,H,4.0,0.03653510481004707,0.25913377620251177,0.31233304650851645,0.0,0.24933218603406582,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0030445920675039226
T1,2021,2020-12-24,Ankaragucu,Besiktas,A,H,4.75,0.03505294258763292,0.21790588265002797,0.2203231022165026,0.0,0.04653473552838738,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002336862839175528
T1,2021,2021-01-02,Erzurum BB,Gaziantep,D,H,3.8,0.0421120985001735,0.2742400259210983,0.3213159497155348,0.0,0.22100060891903217,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0037600087946583487
T1,2021,2021-01-21,Erzurum BB,Alanyaspor,D,H,5.5,0.06919931809644164,0.19439987601753483,0.2744796583303572,0.0,0.5096381208169647,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0038444065609134245
T1,2021,2021-03-14,Erzurum BB,Trabzonspor,D,H,4.2,0.02096193222508269,0.24308617433930538,0.278347988995528,0.0,0.16906155378121768,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0016376509550845852
T1,2021,2021-04-24,Denizlispor,Sivasspor,D,H,4.0,0.02282892603570663,0.25570723150892666,0.24093996164625978,0.0,-0.036240153414960896,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0019024105029755527
T1,2021,2021-05-03,Kasimpasa,Alanyaspor,H,H,3.2,0.024313246476725725,0.3200978895239768,0.35970677217874847,1.0,0.1510616709719952,2.2,2.1470000000000002,2.178,False,2.178,2.125,0.0027628689178097413
T1,2021,2021-05-15,Rizespor,Buyuksehyr,A,H,3.3,0.02369858407723413,0.3102116921446164,0.2802461458715805,0.0,-0.07518771862378448,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002575933051873275
T1,2122,2021-12-12,Yeni Malatyaspor,Alanyaspor,A,H,3.2,0.02878402565503424,0.3214950080171982,0.35575121901050616,0.0,0.13840390083361975,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0032709120062538906
T1,2223,2023-03-19,Alanyaspor,Fenerbahce,A,H,4.75,0.021012165665731608,0.21494992961383821,0.171670558212974,0.0,-0.1845648484883735,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0014008110443821072
T1,2324,2023-09-01,Rizespor,Karagumruk,H,H,2.05,0.07780851311130843,0.5257602502981993,0.5254106204732605,1.0,0.0770917719701838,1.0499999999999998,0.9969999999999998,1.0394999999999999,False,1.0394999999999999,0.9864999999999998,0.018525836455073438
T1,2324,2023-09-23,Pendikspor,Karagumruk,D,H,2.7,0.029195930366723966,0.3811836779136014,0.4001771326182864,0.0,0.08047825806937348,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004293519171577053
,2425,2024-11-23,Bodrumspor,Galatasaray,A,H,7.5,0.09270905253660056,0.1456945403382134,0.11569667028625187,0.0,-0.13227497285311096,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0035657327898692523
,2425,2024-12-08,Sivasspor,Galatasaray,A,H,5.75,0.05107904450180811,0.18279635556553187,0.09449192021792618,0.0,-0.4566714587469245,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0026883707632530587
G1,1920,2019-10-05,Larisa,AEK,D,H,4.75,0.05170881941916061,0.22141238303561278,0.2073085393618213,0.0,-0.015284438031348824,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003447254627944041
G1,1920,2019-12-07,AEK,Panionios,H,H,1.28,0.021659312354079363,0.7981713377766245,0.785047200861452,1.0,0.004860417102658499,0.28,0.22700000000000004,0.2772000000000001,False,0.2772000000000001,0.22420000000000012,0.019338671744713716
G1,1920,2019-12-08,Volos NFC,Panathinaikos,D,H,4.5,0.04123981800878829,0.2313866262241752,0.24429459996753003,0.0,0.09932569985388517,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0029457012863420206
G1,1920,2020-01-18,Panetolikos,Lamia,D,H,2.37,0.027881371847413572,0.43370522018878205,0.4502046956534807,0.0,0.06698512869874929,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005087841577995177
G1,1920,2020-01-19,Xanthi,Panathinaikos,A,H,4.33,0.06539833988799537,0.24605042491639617,0.22193576776595408,0.0,-0.03901812557341877,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004909785276876529
G1,1920,2020-01-19,Olympiakos,Aris,H,H,1.22,0.032664308660769414,0.846446154639975,0.7909850538639556,1.0,-0.03499823428597426,0.21999999999999997,0.16699999999999998,0.2178,False,0.2178,0.1648,0.02
G1,1920,2020-01-22,Volos NFC,AEK,A,H,5.25,0.04888524926810511,0.19978766652725813,0.1764872422981973,0.0,-0.07344197793446428,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.00287560289812383
G1,1920,2020-02-09,Asteras Tripolis,Aris,D,H,2.5,0.021155105901357274,0.4084620423605429,0.3562457210956698,0.0,-0.10938569726082548,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0035258509835595455
G1,1920,2020-02-15,Larisa,PAOK,A,H,9.5,0.06367614310812053,0.11196590980085479,0.09222465812671068,0.0,-0.12386574779624848,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0018728277384741333
G1,1920,2020-02-15,Olympiakos,Panionios,H,H,1.1,0.02030409667651778,0.9275491787968343,0.927300443215191,1.0,0.020030487536710107,0.10000000000000009,0.04700000000000009,0.0990000000000002,False,0.0990000000000002,0.0460000000000002,0.02
G1,1920,2020-02-23,AEK,OFI Crete,H,H,1.44,0.025236493829450257,0.7119697873815627,0.6721347130730598,1.0,-0.03212601317479391,0.43999999999999995,0.38699999999999996,0.4356,False,0.4356,0.3826,0.014338916948551285
G1,1920,2020-07-05,Aris,AEK,A,H,6.5,0.11316916670138633,0.17125679487713635,0.089287569235142,0.0,-0.41963079997157704,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0051440530318811965
G1,1920,2020-07-05,Panathinaikos,Olympiakos,D,H,5.25,0.04395599054265564,0.19884876010336297,0.18378122718500395,0.0,-0.03514855727872923,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0025856465025091554
G1,2021,2020-10-25,Giannina,AEK,A,H,5.5,0.05564682761177919,0.1919357868385053,0.2399146368928938,0.0,0.3195305029109159,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003091490422876622
G1,2021,2021-01-31,OFI Crete,AEK,A,H,4.75,0.02128211071983377,0.21500676015154396,0.22452325742247134,0.0,0.06648547275673877,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0014188073813222513
G1,2021,2021-03-06,Atromitos,Asteras Tripolis,D,H,3.4,0.028692486635688574,0.302556613716379,0.27813675243999886,0.0,-0.05433504170400394,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.00298880069121756
G1,2122,2021-09-11,Panetolikos,Asteras Tripolis,D,H,3.2,0.047859512348011224,0.3274560976087535,0.28640706951505207,0.0,-0.08349737755183329,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005438580948637638
G1,2122,2021-09-19,Asteras Tripolis,PAOK,A,H,3.6,0.04749292100995106,0.29097025583609754,0.2521603023700373,0.0,-0.09222291146786576,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.004566627020187602
G1,2122,2021-11-21,AEK,Olympiakos,A,H,3.25,0.028959438397227366,0.3166029041222238,0.2945600687949079,0.0,-0.04267977641654919,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0032177153774697073
G1,2122,2021-12-05,Ionikos,PAOK,H,H,7.5,0.0668250571477782,0.1422433409530371,0.14487241455572655,1.0,0.08654310916794916,6.5,6.447,6.435,False,6.435,6.382,0.002570194505683777
G1,2122,2021-12-11,Asteras Tripolis,AEK,D,H,3.9,0.02954032844987986,0.2639846996025333,0.3045204491602837,0.0,0.18762975172510643,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0025465800387827467
G1,2122,2022-01-05,Lamia,AEK,A,H,7.0,0.06573131485750716,0.1522473306939296,0.18582126052026005,0.0,0.3007488236418203,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002738804785729465
G1,2122,2022-01-23,Atromitos,AEK,A,H,5.5,0.02400941702150683,0.1861835303675467,0.19741520442711952,0.0,0.08578362434915743,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.001333856501194824
G1,2122,2022-02-19,Atromitos,Asteras Tripolis,H,H,3.2,0.02174561534565722,0.3192955047955179,0.4191693466262697,1.0,0.34134190920406304,2.2,2.1470000000000002,2.178,False,2.178,2.125,0.002471092652915593
G1,2122,2022-02-20,Volos NFC,Olympiakos,A,H,7.0,0.06567496354138602,0.1522392805059123,0.15645217115360147,0.0,0.09516519807521018,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0027364568142244174
G1,2122,2022-02-20,AEK,Giannina,H,H,1.65,0.03685051841956022,0.6283942535876123,0.7142215362812296,1.0,0.17846553486402894,0.6499999999999999,0.5969999999999999,0.6435,False,0.6435,0.5904999999999999,0.01417327631521547
G1,2122,2022-03-06,Aris,Olympiakos,H,H,3.5,0.07169206031600983,0.30619773151885993,0.28127184202677136,1.0,-0.015548552906300195,2.5,2.447,2.475,False,2.475,2.422,0.007169206031600983
G1,2122,2022-04-03,Panathinaikos,PAOK,H,H,2.55,0.026776315238375314,0.40265737852485306,0.43035443347742924,1.0,0.09740380536744442,1.5499999999999998,1.4969999999999999,1.5344999999999995,False,1.5344999999999995,1.4814999999999996,0.0043187605223185994
G1,2223,2022-08-29,Asteras Tripolis,Olympiakos,D,H,5.0,0.08380905654858606,0.2167618113097172,0.18590743711275837,0.0,-0.07046281443620817,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005238066034286629
G1,2223,2022-09-18,OFI Crete,PAOK,D,H,4.75,0.02811322742243494,0.2164448899836705,0.186723564975814,0.0,-0.1130630663648835,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0018742151614956626
G1,2223,2022-10-09,OFI Crete,Olympiakos,A,H,8.0,0.023492108568515135,0.1279365135710644,0.14104881443839495,0.0,0.12839051550715963,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0008390038774469691
G1,2223,2022-11-10,Ionikos,PAOK,A,H,5.25,0.025878741600231736,0.19540547459052035,0.18367214447543243,0.0,-0.03572124150397982,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0015222789176606904
G1,2223,2022-12-28,Volos NFC,AEK,A,H,8.0,0.16263826513502555,0.1453297831418782,0.11015887421820028,0.0,-0.11872900625439775,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.005808509469108055
G1,2223,2023-01-14,Lamia,Atromitos,D,H,2.7,0.021331660938401775,0.3782709855327414,0.4081926815605501,0.0,0.10212024021348531,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0031370089615296724
G1,2223,2023-02-25,Giannina,PAOK,D,H,9.0,0.09847702342740527,0.12205300260304504,0.11845422990462323,0.0,0.06608806914160903,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.003077406982106415
G1,2223,2023-03-18,Atromitos,Ionikos,H,H,1.95,0.050619533834244335,0.5387792481201253,0.44279257392446214,1.0,-0.13655448084729882,0.95,0.8969999999999999,0.9405000000000001,False,0.9405000000000001,0.8875000000000001,0.013320929956380088
G1,2324,2023-10-22,Asteras Tripolis,AEK,A,H,9.0,0.11899818997257383,0.12433313221917487,0.12344316619626196,0.0,0.11098849576635761,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0037186934366429322
