Div,Season,Date,HomeTeam,AwayTeam,FTR,outcome,odds,ev,fair_p_open,fair_p_close,win,clv,pnl_gross,pnl_tax,pnl_slip,suspect,ret_primary,ret_stress,stake
F1,1920,2019-11-02,Toulouse,Lyon,A,H,5.0,0.06390901613174638,0.2127818032263493,0.20521484559540062,0.0,0.026074227977003206,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0039943135082341485
F1,1920,2019-11-09,Brest,Paris SG,A,H,13.0,0.08483233307335603,0.08344864100564277,0.07753423732013841,0.0,0.007945085161799259,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0017673402723615839
F1,1920,2019-12-06,Nimes,Lyon,A,H,5.0,0.0639536462161856,0.2127907292432371,0.18099482907250844,0.0,-0.09502585463745783,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0039971028885116
F1,1920,2020-01-15,Monaco,Paris SG,A,H,6.5,0.036708858622438445,0.15949367055729824,0.21735076415290822,0.0,0.4127799669939034,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0016685844828381112
F1,1920,2020-02-22,Dijon,Monaco,D,H,4.2,0.027281449290377013,0.24459082125961357,0.2500361961208902,0.0,0.05015202370773886,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002131363225810704
F1,2021,2020-09-27,Reims,Paris SG,A,H,13.0,0.025831142705055266,0.07891008790038886,0.06046264925081185,0.0,-0.213985559739446,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.000538148806355318
F1,2021,2020-12-19,Nice,Lyon,A,H,6.5,0.04086424103835906,0.16013296015974754,0.1504238524444146,0.0,-0.022244959111304974,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0018574655017435937
F1,2021,2020-12-20,Dijon,Monaco,A,H,6.5,0.04340195243209055,0.1605233772972447,0.13558159175409268,0.0,-0.11871965359839765,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0019728160196404794
F1,2021,2020-12-20,Lille,Paris SG,D,H,4.0,0.07532062678431473,0.2688301566960787,0.26939270207012106,0.0,0.07757080828048424,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.006276718898692894
F1,2021,2021-02-27,Dijon,Paris SG,A,H,15.0,0.02011576560146322,0.06800771770676421,0.07644044490323251,0.0,0.14660667354848766,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0003592101000261289
F1,2021,2021-04-18,Nantes,Lyon,A,H,6.5,0.025599034608280835,0.15778446686281244,0.13785787439136485,0.0,-0.10392381645612847,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0011635924821945835
F1,2021,2021-05-23,Brest,Paris SG,A,H,12.0,0.05951155383558593,0.08829262948629883,0.09356741111326614,0.0,0.12280893335919352,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0013525353144451348
F1,2223,2022-08-31,Toulouse,Paris SG,A,H,13.0,0.07571275592134552,0.08274713507087274,0.08917298244736474,0.0,0.1592487718157416,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0015773490816946983
F1,2324,2023-12-03,Le Havre,Paris SG,A,H,11.0,0.03849958828057898,0.09440905348005264,0.10476772581629863,0.0,0.15244498397928496,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0009624897070144745
,2425,2025-04-20,St Etienne,Lyon,H,H,5.25,0.0204586269674063,0.19437307180331548,0.18880708507011204,1.0,-0.008762803381911821,4.25,4.197,4.2075,False,4.2075,4.1545,0.0012034486451415471
E0,1920,2020-01-11,Everton,Brighton,H,D,3.8,0.023128125955953482,0.26924424367261934,0.2537345837780768,0.0,-0.035808581643308246,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0020650112460672753
E0,2021,2020-12-21,Chelsea,West Ham,H,D,5.0,0.022262619897819524,0.2044525239795639,0.21836400194078415,0.0,0.09182000970392079,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0013914137436137203
E0,2021,2021-01-13,Man City,Brighton,H,D,8.5,0.042531064912669114,0.12265071351913755,0.11666951056240359,0.0,-0.008309160219569511,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0014177021637556372
E0,2021,2021-03-02,Man City,Wolves,H,D,7.0,0.03457379598133592,0.14779625656876227,0.13415590409531755,0.0,-0.06090867133277711,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.0014405748325556633
,2122,2021-08-29,Tottenham,Watford,H,D,4.75,0.03609197831676325,0.2181246270140554,0.2068234486091847,0.0,-0.01758861910637266,-1.0,-1.053,-1.0,False,-1.0,-1.053,0.002406131887784217
,2122,2021-09-18,Man City,Southampton,D,D,9.5,0.037677480384260775,0.10922920846150114,0.11392249048288373,1.0,0.08226365958739557,8.5,8.447,8.415,False,8.415,8.361999999999998,0.0011081611877723756
