entry_date,exit_date,direction,holding_days,gross_return,pnl
2011-01-04,2011-05-03,1,83,0.0769556355897747,0.07651509098452125
2011-11-02,2012-05-03,1,127,0.15018575494875042,0.14974521034349697
2012-11-02,2013-05-03,1,122,0.0853419041109853,0.08490135950573185
2013-11-04,2014-05-05,1,122,0.06085699312382098,0.060416448518567534
2014-11-04,2015-05-05,1,122,0.25596910449631394,0.2555285598910605
2015-11-03,2016-05-03,1,124,-0.07555705692235226,-0.07599760152760571
2016-11-02,2017-05-03,1,126,0.188268105838989,0.18782756123373556
2017-11-02,2018-05-03,1,124,-0.049256194319370006,-0.04969673892462345
2018-11-02,2019-05-03,1,122,0.0764595911795043,0.07601904657425085
2019-11-04,2020-05-05,1,123,-0.192441973265,-0.19288251787025346
2020-11-03,2021-05-04,1,124,0.29250996524868933,0.2920694206434359
2021-11-02,2022-05-03,1,126,-0.11813143514056768,-0.11857197974582112
2022-11-02,2023-05-03,1,126,0.17904240980403174,0.1786018651987783
2023-11-02,2024-05-03,1,125,0.19923452179992562,0.19879397719467218
2024-11-04,2025-05-05,1,122,0.19899691080174664,0.1985563661964932
2025-11-04,2026-05-05,1,122,-0.005848592166558975,-0.006289136771812421
