entry_date,exit_date,direction,holding_days,gross_return,pnl,market
2015-11-03,2016-05-04,1,125,-0.027696518664642178,-0.028137505941663234,^FTSE
2016-11-02,2017-05-03,1,124,0.04814156153571236,0.04770057425869131,^FTSE
2017-11-02,2018-05-02,1,124,0.00432691003522323,0.003885922758202174,^FTSE
2018-11-02,2019-05-02,1,124,0.038033873803041685,0.03759288652602063,^FTSE
2019-11-04,2020-05-04,1,125,-0.21079368772907747,-0.21123467500609852,^FTSE
2020-11-03,2021-05-05,1,124,0.22426174983421698,0.22382076255719593,^FTSE
2021-11-02,2022-05-04,1,125,0.037414551954762176,0.03697356467774112,^FTSE
2022-11-02,2023-05-03,1,124,0.0816564789094334,0.08121549163241233,^FTSE
2023-11-02,2024-05-02,1,125,0.10606890162985239,0.10562791435283132,^FTSE
2024-11-04,2025-05-02,1,124,0.03908423442515341,0.03864324714813235,^FTSE
2025-11-04,2026-05-05,1,124,0.06828911016188965,0.06784812288486859,^FTSE
2011-01-05,2011-05-06,1,80,-0.037881865808186865,-0.03832216507159692,^N225
2011-11-02,2012-05-02,1,122,0.05833620334825795,0.0578959040848479,^N225
2012-11-02,2013-05-02,1,119,0.5423661491257812,0.5419258498623711,^N225
2013-11-05,2014-05-02,1,119,0.01996677579119055,0.019526476527780494,^N225
2014-11-05,2015-05-07,1,120,0.15828998034999198,0.15784968108658193,^N225
2015-11-04,2016-05-06,1,121,-0.13572915188966117,-0.13616945115307122,^N225
2016-11-02,2017-05-02,1,122,0.10710218196969556,0.1066618827062855,^N225
2017-11-02,2018-05-02,1,120,0.003922787895650703,0.003482488632240647,^N225
2018-11-02,2019-05-08,1,118,0.010885010973896936,0.01044471171048688,^N225
2019-11-05,2020-05-07,1,120,-0.14141405248763272,-0.14185435175104277,^N225
2020-11-04,2021-05-07,1,122,0.2591012741708365,0.25866097490742646,^N225
2021-11-02,2022-05-06,1,121,-0.09540739842831991,-0.09584769769172997,^N225
2022-11-02,2023-05-02,1,122,0.05217905068916995,0.05173875142575989,^N225
2023-11-02,2024-05-02,1,120,0.21114088372436512,0.21070058446095508,^N225
2024-11-05,2025-05-02,1,119,-0.04208190733893569,-0.04252220660234574,^N225
2025-11-05,2026-05-07,1,119,0.15565743373634677,0.15521713447293672,^N225
