ticker,entry_date,exit_date,shares,entry,exit,reason,r_mult,pnl,pnl_pct,holding_days,final
CMCSA,2006-04-29,2007-03-03,560,6.4855338043672095,7.968096415997116,ma_exit,1.1123387621977257,823.7249719772583,0.22859531017039536,220,True
AXP,2006-10-14,2007-03-03,101,43.14140114785806,41.346229718610665,ma_exit,-0.2444119490486299,-184.74995458359132,-0.04161133809944709,100,True
YUM,2006-10-14,2007-03-03,201,14.237090070478446,13.893849842349763,ma_exit,-0.09246550506983209,-72.20766790905853,-0.024108875228682804,100,True
MDT,2006-11-25,2007-03-03,98,33.953588422181895,31.1877087809039,ma_exit,-0.3591864359499831,-273.79903592553217,-0.08146059871159432,70,True
MO,2006-07-08,2007-04-07,849,5.459744592238976,6.836443273001192,ma_exit,1.5814225385594713,1159.5335516478933,0.25215441079774925,195,True
DIS,2006-02-11,2007-06-09,198,21.38869337555556,27.730303978524603,ma_exit,1.679413938610786,1251.1407197155158,0.29649359554691923,345,True
JPM,2007-04-21,2007-06-23,140,32.23509315786318,29.999873900578503,ma_exit,-0.41133176443779446,-316.6988225440733,-0.06934117566647817,45,True
GILD,2007-02-03,2007-07-28,307,12.20175495382235,12.86667405917047,ma_exit,0.2679064865665656,199.51844287563608,0.05449372716174937,125,True
WMT,2007-06-09,2007-07-28,492,11.317982878774599,10.478773017749086,ma_exit,-0.5400809506620998,-419.7669328729009,-0.0741483592981344,35,True
SCHW,2007-05-19,2007-08-04,199,15.723307280755547,14.97157657486215,ma_exit,-0.19504881930407353,-152.94206067671178,-0.04780996087340186,55,True
TXN,2007-04-28,2007-08-11,169,21.502730420929492,20.920483942395034,ma_exit,-0.12910098272721776,-101.87690230509197,-0.02707779277964316,75,True
SHW,2006-09-16,2007-08-18,152,14.125072271130076,17.446112834971593,ma_exit,0.6787725267713453,502.1985432603499,0.2351167130400684,240,True
CAT,2007-04-21,2007-09-15,76,44.6129494869392,45.29582409756253,ma_exit,0.06820735855741392,49.01188903379797,0.01530664568195041,105,True
WFC,2007-08-18,2007-10-20,213,22.553003912012855,19.83234174860893,ma_exit,-0.7713073837864712,-583.8810259652641,-0.12063413698761279,45,True
FCX,2007-03-31,2008-01-12,102,22.936583923347612,33.57756905450236,ma_exit,1.4408281421139317,1082.8218614245873,0.46393068674551297,205,True
MSFT,2007-10-27,2008-02-02,126,24.794023154312764,21.763824803323544,ma_exit,-0.5040250432536187,-384.56420465429363,-0.1222148713877496,70,True
LMT,2008-08-16,2008-10-04,43,67.32394686501968,59.800643273229774,ma_exit,-0.43929621806154906,-325.95128880726816,-0.11174780954054372,35,True
UNH,2009-12-12,2010-05-01,116,23.904519846295106,23.632058553630344,ma_exit,-0.04216741641041675,-34.18206773931758,-0.011397898573854417,100,True
CL,2009-06-06,2010-05-08,126,23.51577559710781,28.034864953502463,ma_exit,0.7604965282510504,566.4447370787256,0.19217266884237708,240,True
C,2010-12-11,2011-04-02,75,35.26463674991689,32.76670895176002,ma_exit,-0.2471126729170989,-189.67733715860518,-0.07083378785016842,80,True
MS,2011-01-22,2011-04-16,139,20.751879537773974,18.817675317285612,ma_exit,-0.3519266465937933,-271.58744044783526,-0.09320621859661396,60,True
INTC,2011-04-30,2011-06-18,222,15.495089246358338,14.375298782732235,ma_exit,-0.3257998726293301,-252.26947529058145,-0.07226744201484844,35,True
YUM,2010-03-13,2011-08-06,231,19.641136094191662,26.970715729318925,ma_exit,2.249012864999849,1688.070347627604,0.3731749324467432,365,True
QCOM,2012-02-04,2012-05-19,67,41.63280072872537,38.362301044515846,ma_exit,-0.287983871783166,-221.5385738240565,-0.0785558412348891,75,True
MSFT,2012-01-21,2012-06-02,146,23.040043472527177,22.609219228343655,ma_exit,-0.08277932256824681,-66.05507320417898,-0.01869893364989676,95,True
WMT,2012-05-19,2012-11-17,283,15.817993769887895,17.374579798938147,ma_exit,0.5811184349021993,435.5269267588282,0.09840603376728244,130,True
BMY,2013-01-26,2013-08-31,173,23.45207652070063,27.67784352141961,ma_exit,0.9617581849776654,727.0161387508521,0.18018732784659774,155,True
MSFT,2013-04-27,2013-09-07,143,25.706647754407303,25.59385473683306,ma_exit,-0.020929798205557272,-19.47791250711608,-0.00438769841372671,95,True
CVS,2012-12-15,2013-09-28,143,34.42411696710044,40.596436900964456,ma_exit,1.162640894878134,878.2078099975517,0.179302200830975,205,True
UNH,2013-04-06,2014-01-25,74,50.19106753984961,58.35651789982843,ma_exit,0.7827733563074394,600.9729198152211,0.16268732187247847,210,True
XOM,2013-12-21,2014-02-08,76,59.263384942291765,54.52865046225914,ma_exit,-0.4569401833180395,-363.3072427835184,-0.07989308212217573,35,True
AMAT,2013-01-19,2014-10-04,303,10.470179092096327,18.02023566114332,ma_exit,3.002124352694289,2282.7837098067653,0.721100995755301,445,True
CSCO,2014-05-17,2014-10-11,230,16.835762309856072,16.388390997818718,ma_exit,-0.13038369505596958,-106.95069945203643,-0.026572679264748964,105,True
SPGI,2014-09-13,2014-10-11,54,76.39532400806353,70.7044251879388,ma_exit,-0.3864961029401882,-310.5504199528423,-0.07449276371318296,20,True
PNC,2014-12-20,2015-01-17,66,63.974024517987814,59.43611384919899,ma_exit,-0.3755811372183457,-302.8085262623774,-0.07093364381840452,20,True
ADBE,2014-12-13,2015-01-31,42,75.66000366210938,70.44000244140625,ma_exit,-0.2761130349692323,-221.90363535156249,-0.06899287560195173,35,True
MRK,2015-01-10,2015-02-21,94,42.46130644146779,39.291844952389106,ma_exit,-0.3748007356418153,-301.0885147673236,-0.07464352264920854,30,True
NEE,2014-11-08,2015-03-07,256,19.19644948170259,18.42176587100691,ma_exit,-0.2508308937417518,-203.19268853978764,-0.040355567389380044,85,True
MMM,2014-10-25,2015-05-02,63,85.46251032853074,92.47468721128854,ma_exit,0.5599423633758495,437.4799297113386,0.08204974152762348,135,True
ORCL,2014-12-20,2015-06-20,87,38.39840734335042,35.441120578130054,ma_exit,-0.3242253987343655,-260.03964103150594,-0.07701587044423315,130,True
CSCO,2014-11-15,2015-07-04,239,18.412260012759603,19.466382666564215,ma_exit,0.31933564383598617,247.36535566718754,0.05725112794812316,165,True
GE,2015-04-11,2015-07-25,34,115.74730215925493,106.24844587420534,ma_exit,-0.41422869626570563,-326.0764274302899,-0.08206546595773138,75,True
TGT,2014-11-15,2015-08-08,77,47.51154113614267,57.04734189002883,ma_exit,0.9352483461297937,730.9803271714698,0.20070493454551724,190,True
EL,2015-02-07,2015-08-22,79,68.52342699649047,65.69091390142314,ma_exit,-0.2847987363906054,-227.86147304821807,-0.041336419079162495,140,True
JPM,2015-04-18,2015-08-22,94,47.126070785697785,44.48536919751912,ma_exit,-0.31434487921381765,-251.68162140348966,-0.05603483473483402,90,True
USB,2015-07-18,2015-08-22,171,31.293581448225364,27.45338370991535,ma_exit,-0.8139351257589396,-661.0854471844658,-0.12271518824598418,25,True
AMGN,2015-08-01,2015-08-22,31,128.20732575883721,105.87699607390644,ma_exit,-0.8735005057103977,-695.2623367054348,-0.1741735860471418,15,True
MCD,2015-02-28,2015-08-29,72,74.66928856907947,73.57704461117353,ma_exit,-0.0988114183794147,-82.75716048570041,-0.014627753643259347,130,True
AMZN,2015-02-07,2016-02-06,166,18.549999237060547,24.32349967956543,ma_exit,1.208857022850828,954.9616331933594,0.3112399288389274,260,True
GE,2015-10-17,2016-05-14,18,120.8825229903068,125.95856745955608,ma_exit,0.11882345971361646,89.24699576549588,0.041991549677171405,150,True
KLAC,2015-10-24,2016-08-13,432,5.434839506710228,5.835560463335208,ma_exit,0.2199364694802496,168.52943317013222,0.07373188410259808,210,True
DUK,2016-02-06,2016-09-10,76,51.64595745651751,52.50993384454066,ma_exit,0.0843627198138518,62.42913421331798,0.016728828945625905,155,True
EMR,2016-03-19,2016-09-10,67,42.22041453462934,39.76777353158974,ma_exit,-0.21074150698398206,-166.78477395579307,-0.058091352964522336,125,True
ORCL,2016-03-19,2016-09-17,99,35.53596610515888,33.82036984320882,ma_exit,-0.21539041205757736,-172.74123865589968,-0.04827774364915874,130,True
T,2016-01-30,2016-10-08,300,13.3111425407485,15.07309784784064,ma_exit,0.6717186751211072,523.761705050337,0.13236694759284443,180,True
PG,2016-01-30,2016-10-22,54,61.3215861109983,65.2481368188944,ma_exit,0.27023785484665525,209.14661341416075,0.06403211261999392,190,True
NEE,2016-01-30,2016-11-12,192,21.305183566515897,22.023847637189764,ma_exit,0.17589981280299222,133.97736589222683,0.03373188822476748,205,True
WFC,2016-11-12,2017-04-15,102,39.97368999113724,40.035860079319775,ma_exit,0.008060914294658066,3.0158372803186824,0.00155527518716229,110,True
PFE,2017-09-16,2018-02-10,261,22.555397131963705,22.36851503071518,ma_exit,-0.05913321946137856,-54.35527356969194,-0.008285471550562527,105,True
LOW,2017-12-09,2018-03-03,57,73.15915692472775,72.99400561682624,ma_exit,-0.011171738240093215,-12.779458235144032,-0.0022574249737655093,60,True
QCOM,2017-11-04,2018-03-24,61,51.4557086206434,44.25864899870987,ma_exit,-0.5282866562666177,-441.58898119867484,-0.13986902162778017,100,True
DHR,2017-10-21,2018-06-30,66,77.63800468398813,83.95251908914905,ma_exit,0.5028931416433656,412.64515887853213,0.08133277549910052,180,True
BA,2016-10-29,2018-07-07,34,131.6171159441151,324.83522822326523,ma_exit,8.285435661751125,6563.749615986563,1.468031804930226,440,True
SHW,2018-07-28,2018-10-13,30,137.62137521835137,126.46395858842607,ma_exit,-0.38763833555324406,-337.9577181023043,-0.08107328249134878,55,True
UNP,2017-10-28,2018-10-27,51,96.52398235091053,121.9693411445261,ma_exit,1.5812365286473773,1293.4474874349485,0.2636169599914517,260,True
AAPL,2018-05-05,2018-11-17,92,43.463704644828155,45.080731033211094,ma_exit,0.17206872972673798,145.45967954486892,0.037204062598822966,140,True
MSFT,2016-07-23,2018-11-24,87,49.92673009213065,97.61175116830167,ma_exit,5.195356376695577,4143.789362308588,0.9551000233377398,610,True
TMO,2018-07-28,2018-12-22,19,226.22122927626776,210.17491476462163,ma_exit,-0.3483052396473871,-308.23326427704507,-0.07093195701827752,105,True
IBM,2019-07-20,2019-08-10,24,106.92785295252287,97.74071377790797,ma_exit,-0.2592026657494554,-222.7631947832473,-0.08591904654341175,15,True
DIS,2019-04-13,2019-09-28,26,126.48902445969068,126.59251960127435,ma_exit,0.0031808187135443085,-0.11476476541195324,0.0008182144025993823,120,True
EL,2019-02-09,2020-02-01,26,140.30121150316447,179.61520092066942,ma_exit,1.1834237387596893,1018.8020203037626,0.28021133243470414,255,True
AMGN,2019-08-17,2020-02-29,24,165.43600339634708,164.96928519497365,ma_exit,-0.012906951416262908,-14.438749449343538,-0.0028211404518475583,140,True
NKE,2019-09-28,2020-02-29,53,83.81981417957142,81.60318188794437,ma_exit,-0.13465844215852937,-120.98708546953874,-0.026445206462498795,110,True
SCHW,2019-11-23,2020-02-29,67,43.57818201581614,37.50705189401655,ma_exit,-0.465043394285198,-409.2041855755994,-0.1393158190857102,70,True
IBM,2020-02-08,2020-02-29,39,112.6784436320665,96.31108888968028,ma_exit,-0.7228370406391874,-641.6350243189343,-0.1452571957403957,15,True
IBM,2021-04-24,2021-09-18,26,110.72812414885115,106.47912835059084,ma_exit,-0.1286467280044942,-112.98105509556342,-0.03837323020616163,105,True
WMT,2021-08-21,2021-10-02,90,47.561334045471305,43.0289914106332,ma_exit,-0.47390358737737753,-411.219838508565,-0.09529469107205714,30,True
MRK,2021-10-02,2021-12-04,51,73.18182101485712,63.73087260391455,ma_exit,-0.55725291868959,-484.93278411792954,-0.12914338943579817,45,True
SO,2021-12-18,2022-02-19,112,56.135574195860144,54.775415124313945,ma_exit,-0.17779459414010135,-157.09686587040937,-0.02422989505372349,45,True
MU,2021-12-25,2022-03-12,29,91.53168130279084,70.14939556674649,ma_exit,-0.7292942204324989,-622.2866867386356,-0.23360529853385745,55,True
UPS,2022-02-05,2022-04-09,19,181.73968262694936,154.0453061938655,ma_exit,-0.6302666975815323,-528.9347249606237,-0.15238486186823114,45,True
MO,2022-01-15,2022-06-11,115,36.481442963466904,34.902977350014694,ma_exit,-0.21017058238180572,-184.95549221454021,-0.04326763102635249,105,True
KO,2021-12-18,2022-06-18,142,50.41669924402869,53.218260879503156,ma_exit,0.4620826863305499,392.1185796493605,0.05556812876452395,130,True
LMT,2022-01-29,2022-07-16,12,346.5681397272912,359.6516605754655,ma_exit,0.18761092796040718,153.5903661449285,0.037751655009226955,120,True
AXP,2023-01-28,2023-05-06,18,168.06836397287668,148.05702983828098,ma_exit,-0.42492271131925946,-362.72489669107483,-0.1190666325390374,70,True
MDT,2023-04-29,2023-05-27,50,82.39583859953254,74.72143160753961,ma_exit,-0.4548171256757305,-386.9342259229594,-0.09314071101688459,20,True
UNP,2023-07-29,2023-09-30,16,217.58281476994912,189.85461311361772,ma_exit,-0.5319889613614284,-446.4373061320664,-0.12743746184940435,45,True
ADBE,2023-05-27,2024-02-17,5,429.94000244140625,531.5,ma_exit,0.6345243645942291,505.5616837890625,0.23621900028349818,190,True
C,2023-12-16,2024-08-03,67,46.5897638030688,51.150693915417605,ma_exit,0.3608052441405469,302.7867621138857,0.09789554056611004,165,True
AMT,2024-08-03,2024-11-09,13,216.1971067248309,187.55764016227064,ma_exit,-0.4524186765008045,-374.69268506033353,-0.13246924066847798,70,True
UNH,2024-07-20,2024-12-07,6,541.2752807510775,532.5342598056369,ma_exit,-0.0642365862805943,-55.20783999051247,-0.016148937991979778,100,True
DUK,2023-12-16,2024-12-14,53,88.6003284187174,103.16660096769232,ma_exit,0.9103713972734154,768.0600779732773,0.16440427263583035,260,True
CMCSA,2024-11-02,2024-12-14,111,38.55050221067385,34.491627992565306,ma_exit,-0.5168223933105491,-453.90649467486725,-0.10528719433866993,30,True
AAPL,2024-06-15,2025-01-25,15,211.53752938476376,222.59781399746208,ma_exit,0.20497000571863536,163.1204195422402,0.05228521220261049,160,True
GS,2023-12-16,2025-03-08,8,361.2958466533314,528.961996606628,ma_exit,1.7199992634477568,1338.350139547627,0.46406885522316743,320,True
EMR,2024-11-09,2025-03-15,28,122.5321498489655,109.82137232361306,ma_exit,-0.40381262044135163,-358.68365826853466,-0.10373422437311258,90,True
SBUX,2025-02-01,2025-03-15,24,101.72966061395083,94.53229428480985,ma_exit,-0.2012964820858476,-174.9440837130059,-0.07074992962430031,30,True
ADI,2025-02-22,2025-03-15,18,235.0002081047622,204.0690621846436,ma_exit,-0.6444219754470271,-559.9896655590021,-0.1316217809744646,15,True
MMM,2024-05-04,2025-04-05,29,92.73046973532101,121.84290528211164,ma_exit,1.0142144808426752,841.5693899367666,0.313946814136559,240,True
CVX,2025-03-22,2025-04-05,25,156.16741932880385,131.55083603590165,ma_exit,-0.7184578186601066,-618.4163283654724,-0.1576294428037709,10,True
MCD,2025-03-08,2025-06-21,13,310.74499765144236,281.6852721657634,ma_exit,-0.4454474833484895,-380.9409412362658,-0.09351630985311873,75,True
AIG,2025-03-01,2025-08-02,54,80.7265383623902,76.10757294542363,ma_exit,-0.28346284226918095,-252.83422595959402,-0.05721743444803166,110,True
SPGI,2025-08-02,2025-09-20,6,544.6219254181798,504.990455875897,ma_exit,-0.2946449916859497,-240.50407302578134,-0.07276877351541138,35,True
IBM,2025-10-25,2026-02-14,8,302.1529403773986,257.3062470383979,ma_exit,-0.4457125456817284,-360.90576223179,-0.1484238190202146,80,True
PNC,2026-01-10,2026-03-14,17,211.98198400705468,201.70055563595167,ma_exit,-0.2060963557366462,-177.73471532440902,-0.048501425341697164,45,True
ITW,2026-02-07,2026-03-21,14,289.5090932147932,261.7546108625385,ma_exit,-0.45658520542395425,-391.73241432583205,-0.09586739416044185,30,True
AMGN,2025-11-08,2026-05-02,12,313.7695845129713,323.586441411445,ma_exit,0.14076581430926458,114.65483564213467,0.03128683397949897,125,True
PFE,2025-10-04,2026-05-09,116,25.92862575416781,25.790000915527344,ma_exit,-0.018946302489151766,-18.812276704273298,-0.005346401307758649,155,True
PEP,2026-02-07,2026-05-16,20,166.24994611516053,148.42837150319085,ma_exit,-0.42240688026964945,-359.14543347215107,-0.10719747601978026,70,True
CVX,2026-01-10,2026-06-08,28,159.66145624515076,187.22000122070312,eos,0.9307457439725101,767.8312014565722,0.17260612312866447,105,True
VZ,2026-02-07,2026-06-08,91,45.47600412344186,48.11000061035156,eos,0.2797615640124004,236.2684558509348,0.057920578944444585,85,True
