entry_date,exit_date,direction,holding_days,gross_return,pnl
2008-07-07,2008-08-01,1,19,0.09568965517241401,0.09518965517241401
2009-07-07,2009-08-03,1,19,0.16766867067468283,0.16716867067468283
2010-07-06,2010-08-03,1,20,0.13342776203966067,0.13292776203966067
2011-07-05,2011-08-02,1,20,0.05783183952198101,0.05733183952198101
2012-07-05,2012-08-01,1,19,-0.025039536109647043,-0.025539536109647043
2013-07-05,2013-08-01,1,19,-0.02580820429231212,-0.02630820429231212
2014-07-07,2014-08-01,1,19,0.07334525939177183,0.07284525939177183
2015-07-07,2015-08-03,1,19,-0.036144578313252795,-0.036644578313252796
2016-07-05,2016-08-02,1,20,0.06089594027064882,0.06039594027064882
2017-07-05,2017-08-01,1,19,0.013015184381778955,0.012515184381778954
2018-07-05,2018-08-01,1,19,-0.059706828745084595,-0.060206828745084595
2019-07-05,2019-08-01,1,19,-0.005942622950819598,-0.006442622950819599
2020-07-07,2020-08-03,1,19,0.12834355828220834,0.12784355828220834
2021-07-06,2021-08-03,1,20,0.03573859768550025,0.03523859768550025
2022-07-05,2022-08-02,1,20,0.07429022082018966,0.07379022082018966
2023-07-05,2023-08-01,1,19,0.07594936708860756,0.07544936708860756
2024-07-05,2024-08-01,1,19,-0.10634328358208955,-0.10684328358208955
2025-07-07,2025-08-01,1,19,0.020265291083271908,0.019765291083271908
