entry_date,exit_date,direction,holding_days,gross_return,pnl
2001-04-12,2001-05-01,1,12,0.020487002485053862,0.019987002485053862
2002-05-01,2002-05-21,1,14,0.02201365634479613,0.021513656344796128
2003-04-22,2003-05-08,1,12,0.02518738799545517,0.024687387995455168
2004-04-08,2004-04-27,1,12,-0.06338691713986466,-0.06388691713986466
2005-04-27,2005-05-17,1,13,-0.043388902180463096,-0.043888902180463096
2006-04-18,2006-05-04,1,12,0.08206044523329736,0.08156044523329736
2007-04-05,2007-04-24,1,12,0.02752566682340918,0.027025666823409178
2008-04-23,2008-05-13,1,14,-0.04185186609218783,-0.04235186609218783
2009-04-14,2009-05-01,1,13,-0.00447077226492143,-0.00497077226492143
2010-05-04,2010-05-20,1,12,0.008370698252124775,0.007870698252124775
2011-04-25,2011-05-10,1,11,-0.0001995255239186644,-0.0006995255239186644
2012-04-10,2012-04-30,1,14,0.013089802130897832,0.012589802130897831
2013-04-30,2013-05-17,1,13,-0.05472267104546957,-0.055222671045469574
2014-04-21,2014-05-06,1,11,0.012061214853467339,0.011561214853467339
2015-04-07,2015-04-27,1,14,-0.03561466049857298,-0.03611466049857298
2016-04-26,2016-05-13,1,13,0.025345083376613564,0.024845083376613564
2017-04-17,2017-05-02,1,11,-0.025351874148063502,-0.025851874148063503
2018-04-04,2018-04-24,1,14,-0.0077281275891170065,-0.008228127589117007
2019-04-23,2019-05-13,1,14,0.009579859577443672,0.009079859577443672
2020-04-14,2020-04-30,1,12,-0.02372766119640346,-0.02422766119640346
2021-04-30,2021-05-18,1,12,0.056218554259705567,0.055718554259705566
2022-04-19,2022-05-09,1,14,-0.051288553124224534,-0.051788553124224534
2023-04-11,2023-04-26,1,11,0.0024634379740611223,0.0019634379740611223
2024-04-26,2024-05-14,1,12,0.0027041156734863847,0.0022041156734863847
2025-04-16,2025-05-06,1,13,0.028769409718522043,0.028269409718522043
2026-04-07,2026-04-23,1,12,0.01625584059600338,0.01575584059600338
