Date,equity
2001-04-03,1.0
2001-04-04,0.9970988910120343
2001-04-05,1.0406521537667197
2001-04-06,1.0198562022568103
2001-04-09,1.0281347775625211
2001-04-10,1.05596229970477
2001-04-11,1.0537118881921246
2001-04-12,1.069627498312026
2001-04-16,1.066175094769266
2001-04-17,1.0771379902296085
2001-04-18,1.1190283226612179
2001-04-19,1.1330639929744972
2001-04-20,1.1233845094725137
2001-04-23,1.1065560694253829
2001-04-24,1.0930987233178733
2001-04-25,1.1105236912132674
2001-04-26,1.1157385383247356
2001-04-27,1.132485668768728
2001-04-30,1.1292410074006085
2001-05-01,1.1445872296483282
2001-05-02,1.145482076583276
2001-05-03,1.128445673711293
2001-05-04,1.1447409125210173
2001-05-07,1.1419392064535776
2001-05-08,1.1398514141472091
2001-05-09,1.1347360802813733
2001-05-10,1.1344107315437133
2001-05-11,1.1258157438339302
2001-05-14,1.1287530394566714
2001-05-15,1.129222914083221
2001-05-16,1.1613524534097084
2001-05-17,1.1645156948495834
2001-05-18,1.167651796313377
2001-05-21,1.1865137487147133
2001-05-22,1.1819878742617858
2001-05-23,1.183309988152596
2001-05-24,1.1872764306958505
2001-05-25,1.1882019205065
2001-05-29,1.1932259936399083
2001-05-30,1.1739846102808809
2001-05-31,1.1812650968993859
2001-06-01,1.1858272565424235
2001-06-04,1.191884874938882
2001-06-05,1.2073676496863701
2001-06-06,1.1946315632712363
2001-06-07,1.201150082422934
2001-06-08,1.1898624920285623
2001-06-11,1.1799200566784418
2001-06-12,1.1812933434329653
2001-06-13,1.167889329839649
2001-06-14,1.147449403272237
2001-06-15,1.1422665088302904
2001-06-18,1.1366886222114572
2001-06-19,1.140592155364198
2001-06-20,1.1505252900264324
2001-06-21,1.1636001051979077
2001-06-22,1.1526040511806042
2001-06-25,1.1462547815837703
2001-06-26,1.144524049873826
2001-06-27,1.1391717910537085
2001-06-28,1.1534035658688777
2001-06-29,1.1516916651813198
2001-07-02,1.163299038486339
2001-07-03,1.161163784265008
2001-07-05,1.1468568001836004
2001-07-06,1.1199076551523768
2001-07-09,1.127611495304655
2001-07-10,1.1113761686015526
2001-07-11,1.1101157531580406
2001-07-12,1.136415802033468
2001-07-13,1.1435082080747232
2001-07-16,1.1310635432133505
2001-07-17,1.1423417180965287
2001-07-18,1.1360112795220811
2001-07-19,1.1428873584525066
2001-07-20,1.1389648794540719
2001-07-23,1.1203215931749566
2001-07-24,1.1020921300951143
2001-07-25,1.1198136148637516
2001-07-26,1.1315151432807034
2001-07-27,1.1342334702561707
2001-07-30,1.1330107168574315
2001-07-31,1.1393223244094928
2001-08-01,1.1437433662079393
2001-08-02,1.1482771644940901
2001-08-03,1.1422570933190972
2001-08-06,1.1292105246812016
2001-08-07,1.1328978455464203
2001-08-08,1.1132668491784747
2001-08-09,1.1131728088898498
2001-08-10,1.1195032474642974
2001-08-13,1.1205661668193663
2001-08-14,1.1162768273543175
2001-08-15,1.108083954736528
2001-08-16,1.1115078709349508
2001-08-17,1.092986756654733
2001-08-20,1.1018663874730918
2001-08-21,1.0885564141684005
2001-08-22,1.096128551987281
2001-08-23,1.0930996279657446
2001-08-24,1.1145837576891462
2001-08-27,1.109203252335449
2001-08-28,1.0925541024330738
2001-08-29,1.0803729570618041
2001-08-30,1.0620023761373707
2001-08-31,1.066282185267919
2001-09-04,1.0656801666680888
2001-09-05,1.0645514535579745
2001-09-06,1.0407158573257194
2001-09-07,1.02132001909099
2001-09-10,1.0276787041990172
2001-09-17,0.9771008745351748
2001-09-18,0.9714288328044094
2001-09-19,0.9557766936787506
2001-09-20,0.9260903332380196
2001-09-21,0.9084628887580073
2001-09-24,0.9438777265850096
2001-09-25,0.9521741124142712
2001-09-26,0.9472545652274664
2001-09-27,0.9581376905221047
2001-09-28,0.9791419736445739
2001-10-01,0.9768939629355387
2001-10-02,0.9889151594398309
2001-10-03,1.0086214798973223
2001-10-04,1.0061287807205705
2001-10-05,1.0077748876530832
2001-10-08,0.9993655731011566
2001-10-09,0.9940134291043462
2001-10-10,1.016814352515112
2001-10-11,1.0322784110635208
2001-10-12,1.0268415274659715
2001-10-15,1.0252706297996976
2001-10-16,1.0323818668633393
2001-10-17,1.01314586267228
2001-10-18,1.00516931716532
2001-10-19,1.0097501930074368
2001-10-22,1.0251954205334592
2001-10-23,1.0203793865581263
2001-10-24,1.0207743787350128
2001-10-25,1.034780410928159
2001-10-26,1.0390320883484347
2001-10-29,1.0142841061168948
2001-10-30,0.996872988747712
2001-10-31,0.9968635732365188
2001-11-01,1.0197397059135234
2001-11-02,1.022655643800741
2001-11-05,1.0373671503935356
2001-11-06,1.0524361019417507
2001-11-07,1.0495578260993057
2001-11-08,1.0521351500534892
2001-11-09,1.0538000880083882
2001-11-12,1.051937539141739
2001-11-13,1.0714650797098664
2001-11-14,1.0734592160866063
2001-11-15,1.0744280951530503
2001-11-16,1.0710512565105934
2001-11-19,1.0827245383939654
2001-11-20,1.074823202153244
2001-11-21,1.0695274364002858
2001-11-26,1.0887069475241857
2001-11-27,1.08125709652751
2001-11-28,1.061522644359746
2001-11-29,1.072509168042549
2001-11-30,1.0718036936429007
2001-12-03,1.062820721848031
2001-12-04,1.0768361695523705
2001-12-05,1.100869261873069
2001-12-06,1.09781220614126
2001-12-07,1.089544124257232
2001-12-10,1.0722552937102539
2001-12-11,1.0692734472446834
2001-12-12,1.0695649836217516
2001-12-13,1.0529252492305696
2001-12-14,1.0564149591840377
2001-12-17,1.0670159062011475
2001-12-18,1.0750677757976532
2001-12-19,1.081313589594669
2001-12-20,1.0722552937102536
2001-12-21,1.0769207943298023
2001-12-26,1.0811348097053053
2001-12-27,1.0884341273461968
2001-12-28,1.0920932016778357
2001-12-31,1.079921356994452
2002-01-02,1.0861202080588088
2002-01-03,1.096090889942509
2002-01-04,1.102901060294582
2002-01-07,1.0957334449870884
2002-01-08,1.0918015504774603
2002-01-09,1.0865622777916613
2002-01-10,1.0878886018135259
2002-01-11,1.0775886066846774
2002-01-14,1.0708255138885705
2002-01-15,1.0781435477285413
2002-01-16,1.0606289745595403
2002-01-17,1.071267583621423
2002-01-18,1.0606383900707335
2002-01-22,1.0528594554755237
2002-01-23,1.0612028614490978
2002-01-24,1.0649371450469753
2002-01-25,1.0660000644020444
2002-01-28,1.065793152802408
2002-01-29,1.035297804750557
2002-01-30,1.0474601190994404
2002-01-31,1.0631028427139058
2002-02-01,1.0555777824509913
2002-02-04,1.029465814152814
2002-02-05,1.0253082918444703
2002-02-06,1.019184764869659
2002-02-07,1.0160430843604182
2002-02-08,1.0311401676189058
2002-02-11,1.045926883477939
2002-02-12,1.041750530147209
2002-02-13,1.0521069035199095
2002-02-14,1.0501973919206014
2002-02-15,1.038627680660355
2002-02-19,1.0190248160026818
2002-02-20,1.032795690062612
2002-02-21,1.0167766904703393
2002-02-22,1.0251389274662996
2002-02-25,1.0435660014578925
2002-02-26,1.0626075355101612
2002-02-27,1.0858491478444232
2002-02-28,1.093286485956337
2002-03-01,1.312687461546421
2002-03-04,1.3164061860147527
2002-03-05,1.3070026664207401
2002-03-06,1.3259667200674432
2002-03-07,1.3200027031666972
2002-03-08,1.3277229061663092
2002-03-11,1.3322272395356105
2002-03-12,1.3291710358418405
2002-03-13,1.3160684064234942
2002-03-14,1.3148711207040629
2002-03-15,1.3298325288936643
2002-03-18,1.3291369310864327
2002-03-19,1.3345421868108276
2002-03-20,1.3135140298450074
2002-03-21,1.3154982305943126
2002-03-22,1.3099218942805466
2002-03-25,1.2907298259834044
2002-03-26,1.2982789483936452
2002-03-27,1.3052236510162136
2002-03-28,1.308428105993694
2002-04-01,1.307458834924702
2002-04-02,1.2963061622971703
2002-04-03,1.2833517841625346
2002-04-04,1.284423647903916
2002-04-05,1.2803069951215948
2002-04-08,1.2832263621844846
2002-04-09,1.274685139399591
2002-04-10,1.2891333058210792
2002-04-11,1.2585946550013734
2002-04-12,1.2669421070943185
2002-04-15,1.2572947766095528
2002-04-16,1.2867385951791335
2002-04-17,1.2841157306836648
2002-04-18,1.2822911958709005
2002-04-19,1.2830895255536046
2002-04-22,1.2633157275713671
2002-04-23,1.2554815172465355
2002-04-24,1.246564028527492
2002-04-25,1.2446710057977457
2002-04-26,1.2273832356800967
