entry_date,exit_date,direction,holding_days,gross_return,pnl
2000-02-03,2000-02-10,1,5,0.0015510344218412353,0.0012510344218412354
2000-02-17,2000-02-25,1,5,-0.03732065450914679,-0.03762065450914679
2000-03-03,2000-03-10,1,5,0.016918227558651244,0.016618227558651243
2000-03-17,2000-03-29,1,8,0.03486803577224218,0.03456803577224218
2000-04-05,2000-04-12,1,5,0.0018735390587183431,0.0015735390587183432
2000-04-19,2000-04-27,1,5,0.01395189796977081,0.01365189796977081
2000-05-04,2000-05-11,1,5,-0.018649903840212256,-0.018949903840212258
2000-05-17,2000-05-24,1,5,-0.05922456125022724,-0.05952456125022724
2000-06-01,2000-06-08,1,5,0.032712759618394927,0.032412759618394925
2000-06-15,2000-06-22,1,5,0.002565218349586784,0.0022652183495867843
2000-06-29,2000-07-07,1,5,0.00128802716729437,0.00098802716729437
2000-07-14,2000-07-21,1,5,0.0056334318928412674,0.0053334318928412675
2000-07-28,2000-08-04,1,5,0.0015045813291920673,0.0012045813291920674
2000-08-11,2000-08-18,1,5,0.023641957258585977,0.023341957258585976
2000-08-23,2000-08-30,1,5,0.010295634526128472,0.009995634526128472
2000-09-07,2000-09-14,1,5,-0.004492491774242491,-0.004792491774242491
2000-09-21,2000-09-28,1,5,-0.011970166643675673,-0.012270166643675673
2000-10-04,2000-10-11,1,5,-0.03377189813841197,-0.03407189813841197
2000-10-18,2000-10-25,1,5,0.03594565657693383,0.035645656576933825
2000-11-01,2000-11-08,1,5,0.005574617717430064,0.005274617717430064
2000-11-15,2000-11-24,1,6,-0.050202339204797664,-0.050502339204797665
2000-12-01,2000-12-08,1,5,0.010394229630101837,0.010094229630101837
2000-12-15,2000-12-28,1,8,-0.005095172703026396,-0.005395172703026396
2001-01-05,2001-01-12,1,5,-0.009711160621965087,-0.010011160621965087
2001-01-22,2001-01-29,1,5,0.01387420446281018,0.01357420446281018
2001-02-01,2001-02-08,1,5,-0.01700478569870456,-0.017304785698704563
2001-02-15,2001-02-23,1,5,-0.04732719821661546,-0.047627198216615464
2001-03-02,2001-03-09,1,5,0.020224425409030244,0.019924425409030243
2001-03-16,2001-03-28,1,8,0.00806066011832951,0.00776066011832951
2001-04-04,2001-04-11,1,5,0.056707365270293186,0.056407365270293185
2001-04-19,2001-04-26,1,5,-0.006693336135151662,-0.006993336135151662
2001-05-03,2001-05-10,1,5,-0.009225361829856449,-0.009525361829856449
2001-05-16,2001-05-23,1,5,0.04365790534492131,0.04335790534492131
2001-05-31,2001-06-07,1,5,0.019393684311216797,0.019093684311216795
2001-06-14,2001-06-21,1,5,-0.01620057220182458,-0.016500572201824583
2001-06-28,2001-07-06,1,5,0.0016465572726651612,0.0013465572726651612
2001-07-13,2001-07-20,1,5,0.007261657848923075,0.0069616578489230755
2001-07-27,2001-08-03,1,5,0.01877803213842122,0.018478032138421217
2001-08-10,2001-08-17,1,5,-0.0019350144007619363,-0.0022350144007619362
2001-08-22,2001-08-29,1,5,0.006562191552385688,0.006262191552385688
2001-09-06,2001-09-19,1,5,-0.08487258448291879,-0.08517258448291878
2001-09-26,2001-10-10,1,10,0.04137571493351655,0.04107571493351655
2001-10-17,2001-10-24,1,5,-0.009819102817004155,-0.010119102817004155
2001-10-31,2001-11-14,1,10,0.07903177559066044,0.07873177559066044
2001-11-21,2001-11-29,1,5,-0.012717705237081822,-0.013017705237081822
2001-12-06,2001-12-19,1,9,-0.020613262851277847,-0.02091326285127785
2001-12-27,2002-01-04,1,5,0.01282941569707674,0.01252941569707674
2002-01-11,2002-01-18,1,5,-0.020761782618308966,-0.021061782618308968
2002-01-28,2002-02-07,1,8,-0.04271210139630499,-0.04301210139630499
2002-02-14,2002-02-22,1,5,-0.03536124671002505,-0.03566124671002505
2002-03-01,2002-03-08,1,5,0.04813349691595836,0.04783349691595836
2002-03-15,2002-03-27,1,8,-0.01106953408218414,-0.01136953408218414
2002-04-04,2002-04-11,1,5,0.002385915006876127,0.002085915006876127
2002-04-18,2002-04-25,1,5,-0.03142739376341741,-0.03172739376341741
2002-05-02,2002-05-15,1,9,0.009525895473514234,0.009225895473514234
2002-05-22,2002-05-30,1,5,-0.012879806973250196,-0.013179806973250196
2002-06-06,2002-06-13,1,5,-0.02869054724116249,-0.02899054724116249
2002-06-20,2002-07-05,1,10,-0.06511601952078871,-0.06541601952078871
2002-07-12,2002-07-19,1,5,-0.054592788632755296,-0.0548927886327553
2002-07-26,2002-08-02,1,5,0.0569045314979717,0.0566045314979717
2002-08-09,2002-08-21,1,8,0.037822950943789735,0.03752295094378973
2002-08-28,2002-09-05,1,5,-0.04906558820814988,-0.04936558820814988
2002-09-12,2002-09-19,1,5,-0.04586834928699235,-0.04616834928699235
2002-09-25,2002-10-02,1,5,0.04142942190822718,0.04112942190822718
2002-10-09,2002-10-16,1,5,0.10364564635267404,0.10334564635267404
2002-10-23,2002-10-30,1,5,-0.010612509237846957,-0.010912509237846956
2002-11-06,2002-11-14,1,6,-0.030484454024332752,-0.030784454024332754
2002-11-21,2002-11-29,1,5,0.02067771661462814,0.020377716614628137
2002-12-06,2002-12-18,1,8,-0.006344306653834897,-0.006644306653834897
2002-12-26,2003-01-03,1,5,0.019249828641292543,0.018949828641292542
2003-01-10,2003-01-17,1,5,-0.00851276023579306,-0.00881276023579306
2003-01-27,2003-02-06,1,8,-0.01771234468516736,-0.01801234468516736
2003-02-13,2003-02-21,1,5,0.027162375761908164,0.026862375761908162
2003-02-28,2003-03-07,1,5,-0.018852249280755795,-0.019152249280755797
2003-03-14,2003-03-26,1,8,0.04785246796648002,0.047552467966480015
2003-04-02,2003-04-09,1,5,0.02498881581656165,0.024688815816561648
2003-04-16,2003-04-24,1,5,0.02673204304909893,0.02643204304909893
2003-05-01,2003-05-14,1,9,0.030464782456797845,0.030164782456797844
2003-05-21,2003-05-29,1,5,0.034717828267649464,0.03441782826764946
2003-06-05,2003-06-12,1,5,0.011496252821119546,0.011196252821119546
2003-06-19,2003-07-03,1,10,-0.014173874656686292,-0.014473874656686292
2003-07-11,2003-07-18,1,5,-0.00805690075253862,-0.00835690075253862
2003-07-25,2003-08-01,1,5,0.009138444814230873,0.008838444814230873
2003-08-08,2003-08-20,1,8,0.029183593709338762,0.02888359370933876
2003-08-27,2003-09-04,1,5,0.032464646614361214,0.03216464661436121
2003-09-11,2003-09-24,1,9,0.013487526738001243,0.013187526738001243
2003-10-01,2003-10-08,1,5,0.043121618450601584,0.04282161845060158
2003-10-15,2003-10-22,1,5,-0.0038950475184388322,-0.004195047518438832
2003-10-29,2003-11-05,1,5,0.0068542080721474274,0.0065542080721474275
2003-11-12,2003-11-19,1,5,-0.012458136726727131,-0.012758136726727131
2003-11-26,2003-12-04,1,5,0.01103866594656111,0.01073866594656111
2003-12-10,2003-12-17,1,5,0.01330401312269136,0.01300401312269136
2003-12-24,2004-01-02,1,5,0.014125833883503525,0.013825833883503525
2004-01-09,2004-01-16,1,5,0.0035281660764254763,0.0032281660764254764
2004-01-26,2004-02-05,1,8,-0.01380779433768986,-0.01410779433768986
2004-02-12,2004-02-20,1,5,-0.007237000476993938,-0.007537000476993938
2004-02-27,2004-03-05,1,5,0.009134986669957268,0.008834986669957268
2004-03-12,2004-03-24,1,8,-0.011486054229500553,-0.011786054229500553
2004-03-31,2004-04-07,1,5,0.01708386560415276,0.016783865604152758
2004-04-15,2004-04-22,1,5,-0.006350256846617053,-0.006650256846617053
2004-04-29,2004-05-12,1,9,-0.027212048031807545,-0.027512048031807547
2004-05-19,2004-05-26,1,5,0.020063759135867443,0.01976375913586744
2004-06-03,2004-06-10,1,5,0.005834549075310669,0.005534549075310669
2004-06-18,2004-06-25,1,5,0.008587321473113141,0.008287321473113141
2004-07-01,2004-07-09,1,5,-0.026979681765082364,-0.027279681765082366
2004-07-16,2004-07-23,1,5,-0.008303214294983596,-0.008603214294983596
2004-07-30,2004-08-06,1,5,-0.019626283104342224,-0.019926283104342225
2004-08-11,2004-08-18,1,5,0.004890394410388188,0.004590394410388188
2004-08-25,2004-09-01,1,5,0.00688730788672709,0.00658730788672709
