event,z,ret_22d,ret_66d,ret_132d
2000-07,-2.517089258295155,-0.1367323596116311,-0.1396292308881022,-0.2740440404352592
2011-08,-2.153569677679708,-0.22067425683349118,-0.1990024206201818,-0.362401106569226
2020-08,-2.292353855315623,-0.17399543601384415,-0.12547381492187015,0.004169848955333899
2021-07,-2.997910822926354,0.118055518149349,0.21122684812145143,0.44068282726636054
2024-08,-2.491611542519767,0.02147924235768106,0.27963525835866254,0.5829787481398809
